accuracy,loss,val_accuracy,val_loss,learning_rate
0.3770502805709839,1.7480053901672363,0.15960000455379486,3.800424337387085,0.0010000000474974513
0.4375,1.5308440923690796,0.15880000591278076,3.788372278213501,0.0010000000474974513
0.5255838632583618,1.3133747577667236,0.4681999981403351,1.734787106513977,0.0010000000474974513
0.6484375,1.1347336769104004,0.45419999957084656,1.7513583898544312,0.0010000000474974513
0.5971207022666931,1.1304826736450195,0.420199990272522,2.351534366607666,0.0010000000474974513
0.6015625,1.1149777173995972,0.446399986743927,2.0208988189697266,0.0010000000474974513
0.6424942016601562,1.0077003240585327,0.5985999703407288,1.164299488067627,0.0005000000237487257
0.6953125,0.8954277634620667,0.5996000170707703,1.1562591791152954,0.0005000000237487257
0.6609912514686584,0.9530192017555237,0.6133999824523926,1.1413018703460693,0.0005000000237487257
0.6640625,0.8798249959945679,0.6151999831199646,1.1373965740203857,0.0005000000237487257
0.6771929264068604,0.910578191280365,0.652999997138977,1.0430830717086792,0.0005000000237487257
0.6640625,0.8496397733688354,0.6489999890327454,1.0637762546539307,0.0005000000237487257
0.6941745281219482,0.8694131970405579,0.6621999740600586,1.0131762027740479,0.0005000000237487257
0.6953125,0.8956252336502075,0.6633999943733215,1.009840488433838,0.0005000000237487257
0.7054064869880676,0.8409891128540039,0.6632000207901001,1.0335266590118408,0.0005000000237487257
0.734375,0.709795355796814,0.6764000058174133,0.9907094836235046,0.0005000000237487257
0.7156133055686951,0.8119014501571655,0.7152000069618225,0.8559938669204712,0.0005000000237487257
0.7421875,0.7113069295883179,0.7161999940872192,0.8554034233093262,0.0005000000237487257
0.7233909964561462,0.7867634296417236,0.741599977016449,0.7396889925003052,0.0005000000237487257
0.75,0.7204878330230713,0.7369999885559082,0.7490422129631042,0.0005000000237487257
0.7315029501914978,0.7616998553276062,0.7035999894142151,0.9320251941680908,0.0005000000237487257
0.7734375,0.6545189619064331,0.703000009059906,0.9439898729324341,0.0005000000237487257
0.7476377487182617,0.7179437279701233,0.7468000054359436,0.7403289079666138,0.0002500000118743628
0.796875,0.6748082041740417,0.7426000237464905,0.7459008097648621,0.0002500000118743628
0.7547245621681213,0.7003347873687744,0.7581999897956848,0.7314682602882385,0.0002500000118743628
0.8046875,0.6557008028030396,0.7580000162124634,0.7263896465301514,0.0002500000118743628
0.7568639516830444,0.6930422782897949,0.7221999764442444,0.8801093697547913,0.0002500000118743628
0.71875,0.6910311579704285,0.7185999751091003,0.8865600824356079,0.0002500000118743628
0.7643964886665344,0.6766929626464844,0.7914000153541565,0.6144793033599854,0.0002500000118743628
0.7578125,0.6360188126564026,0.7914000153541565,0.6173685789108276,0.0002500000118743628
