accuracy,loss,val_accuracy,val_loss,learning_rate
0.16034498810768127,3.4986214637756348,0.24199999868869781,3.0154385566711426,0.0010000000474974513
0.2734375,3.015714168548584,0.24300000071525574,3.0266451835632324,0.0010000000474974513
0.26584506034851074,2.8522226810455322,0.23919999599456787,3.289266347885132,0.0010000000474974513
0.3125,2.59633207321167,0.23800000548362732,3.2726833820343018,0.0010000000474974513
0.32048940658569336,2.5823588371276855,0.3598000109195709,2.414768934249878,0.0005000000237487257
0.375,2.3643980026245117,0.3555999994277954,2.4438986778259277,0.0005000000237487257
0.34493669867515564,2.475558280944824,0.33219999074935913,2.6489810943603516,0.0005000000237487257
0.3125,2.656360387802124,0.34540000557899475,2.546356439590454,0.0005000000237487257
0.36867088079452515,2.3623576164245605,0.4302000105381012,2.157801389694214,0.0002500000118743628
0.390625,2.426250457763672,0.4302000105381012,2.1534957885742188,0.0002500000118743628
0.3785656988620758,2.3150782585144043,0.38920000195503235,2.317819356918335,0.0002500000118743628
0.3984375,2.20597767829895,0.3889999985694885,2.3298733234405518,0.0002500000118743628
0.38678908348083496,2.2767322063446045,0.4146000146865845,2.2327401638031006,0.0002500000118743628
0.3515625,2.474614143371582,0.41600000858306885,2.233471393585205,0.0001250000059371814
0.4020993113517761,2.2205018997192383,0.4334000051021576,2.142817974090576,0.0001250000059371814
0.4296875,2.270451068878174,0.4336000084877014,2.1423046588897705,0.0001250000059371814
0.4079381227493286,2.206176996231079,0.41679999232292175,2.253798007965088,0.0001250000059371814
0.453125,2.1110641956329346,0.4169999957084656,2.252558708190918,0.0001250000059371814
0.4101667106151581,2.1820526123046875,0.4302000105381012,2.160710334777832,0.0001250000059371814
0.4140625,2.3840317726135254,0.43160000443458557,2.1598808765411377,6.25000029685907e-05
0.4136209785938263,2.1631526947021484,0.45100000500679016,2.0831522941589355,6.25000029685907e-05
0.375,2.429842472076416,0.451200008392334,2.083324909210205,6.25000029685907e-05
0.4170752465724945,2.142744541168213,0.4357999861240387,2.1831459999084473,6.25000029685907e-05
0.4453125,2.078486919403076,0.4339999854564667,2.1892781257629395,6.25000029685907e-05
0.4209529459476471,2.1309280395507812,0.4399999976158142,2.142122507095337,3.125000148429535e-05
0.4140625,2.0605034828186035,0.4399999976158142,2.1397159099578857,3.125000148429535e-05
0.42396149039268494,2.125300407409668,0.4431999921798706,2.133836269378662,3.125000148429535e-05
0.390625,2.1822378635406494,0.4431999921798706,2.133721113204956,1.5625000742147677e-05
0.42563292384147644,2.1220593452453613,0.453000009059906,2.0917203426361084,1.5625000742147677e-05
0.4140625,2.1613006591796875,0.4528000056743622,2.091280460357666,1.5625000742147677e-05
0.4265243411064148,2.121713399887085,0.448199987411499,2.1041884422302246,7.812500371073838e-06
